rank,sorted_distance,sorted_idx
15844,0.00012921883899252862,28036
15845,0.00012921917368657887,28919
15846,0.00012922225869260728,28040
15847,0.00012922281166538596,12810
15848,0.0001292233937419951,29009
15849,0.0001292240049224347,24647
15850,0.0001292283704970032,29404
15851,0.00012923087342642248,24492
15852,0.00012923245958518237,22384
15853,0.00012923282338306308,9561
15854,0.00012923289614263922,2179
15855,0.00012923414760734886,15001
15856,0.00012923456961289048,23343
15857,0.0001292371889576316,20419
15858,0.00012923851318191737,1718
15859,0.00012923881877213717,6548
15860,0.00012924146722070873,12102
15861,0.00012924274778924882,15994
15862,0.00012924346083309501,25338
15863,0.00012924420298077166,7864
15864,0.00012924587645102292,20583
15865,0.00012924951442983001,12671
15866,0.00012925066403113306,24199
15867,0.00012925271585118026,4347
15868,0.00012925553892273456,27229
15869,0.00012925828923471272,21663
15870,0.00012925932242069393,12010
15871,0.00012926504132337868,30079
15872,0.00012927144416607916,11130
15873,0.00012927385978400707,4530
15874,0.00012927547504659742,20110
15875,0.00012927693023812026,11881
15876,0.00012928243086207658,7845
15877,0.00012928785872645676,15010
15878,0.0001292894739890471,2023
15879,0.00012929698277730495,26232
15880,0.0001292988017667085,27975
15881,0.00012929951481055468,22752
15882,0.00012929992226418108,1088
15883,0.00012930022785440087,307
15884,0.0001293019886361435,20553
15885,0.00012930709635838866,12431
15886,0.00012930815864820033,24078
15887,0.0001293091627303511,18663
15888,0.00012931002129334956,7272
15889,0.00012931054516229779,28339
15890,0.00012931262608617544,7635
15891,0.000129313426441513,22961
15892,0.00012931377568747848,11880
15893,0.00012931914534419775,26405
15894,0.0001293211680604145,3148
15895,0.00012932288518641144,6375
15896,0.0001293234818149358,29113
15897,0.00012932530080433935,2136
15898,0.00012932538811583072,17983
15899,0.00012933013204019517,10994
15900,0.00012933096149936318,24207
15901,0.00012933387188240886,7291
15902,0.00012933985271956772,11584
15903,0.00012934366532135755,3707
15904,0.0001293453387916088,25789
15905,0.00012934685219079256,12303
15906,0.0001293474924750626,9387
15907,0.00012934765254613012,23359
15908,0.00012935047561768442,23448
15909,0.00012935484119225293,3761
15910,0.0001293550740228966,10860
15911,0.0001293569803237915,5106
15912,0.00012936288840137422,23818
15913,0.00012936435814481229,2597
15914,0.0001293685782002285,10736
15915,0.0001293695968342945,26000
15916,0.00012937014980707318,21708
15917,0.00012937553401570767,29649
15918,0.00012937717838212848,13437
15919,0.00012938061263412237,11546
15920,0.00012938065628986806,25677
15921,0.00012938266445416957,15158
15922,0.00012938445433974266,15457
15923,0.00012938887812197208,9589
15924,0.00012939107546117157,2905
15925,0.00012939592124894261,24723
15926,0.00012939599400851876,2950
15927,0.00012940193118993193,23407
15928,0.000129402382299304,25445
15929,0.00012940286251250654,29198
15930,0.00012940620945300907,11852
15931,0.00012940651504322886,7450
15932,0.0001294101821258664,9796
15933,0.00012941194290760905,25037
15934,0.0001294196699745953,15217
15935,0.0001294251997023821,8251
15936,0.0001294251997023821,21571
15937,0.00012942570901941508,11838
15938,0.00012943189358338714,12269
15939,0.0001294319808948785,4988
15940,0.0001294357789447531,4917
15941,0.00012943586625624448,30292
15942,0.00012943604087922722,24620
15943,0.0001294360845349729,29624
15944,0.00012943751062266529,10394
15945,0.00012943896581418812,5471
15946,0.00012943995534442365,18401
15947,0.0001294409012189135,27532
15948,0.00012944125046487898,8381
15949,0.00012944189074914902,26364
15950,0.00012944376794621348,4466
15951,0.00012944861373398453,4602
15952,0.00012945197522640228,14444
15953,0.00012945345952175558,14980
15954,0.0001294567045988515,26213
15955,0.00012945920752827078,10471
15956,0.00012945965863764286,24936
15957,0.0001294601388508454,13163
15958,0.0001294605026487261,7275
15959,0.00012946194328833371,16655
15960,0.0001294626563321799,325
15961,0.00012946398055646569,19464
15962,0.00012946607603225857,10116
15963,0.0001294692192459479,6772
15964,0.00012946951028425246,11690
15965,0.0001294745015911758,10649
15966,0.00012947540380991995,26613
15967,0.00012947656796313822,24449
15968,0.0001294799876632169,914
15969,0.0001294829708058387,5720
15970,0.0001294831745326519,19700
15971,0.00012948393123224378,3892
15972,0.0001294853864237666,11324
15973,0.00012948608491569757,29580
15974,0.0001294877874897793,15695
15975,0.00012949027586728334,4590
15976,0.0001294940011575818,930
15977,0.000129494714201428,13426
15978,0.0001294972316827625,1713
15979,0.00012949849769938737,8784
15980,0.0001294987741857767,16988
15981,0.00012949909432791173,11079
15982,0.00012950280506629497,926
15983,0.000129504973301664,3753
15984,0.00012950667587574571,23520
15985,0.00012951294775120914,29568
15986,0.00012951664393767715,9927
15987,0.00012951706594321877,9102
15988,0.00012951814278494567,23277
15989,0.00012952032557222992,3058
15990,0.0001295228285016492,24783
15991,0.00012952796532772481,13564
15992,0.00012952848919667304,9247
15993,0.00012953182158526033,15323
15994,0.00012953350960742682,14030
15995,0.0001295358524657786,26832
15996,0.0001295372931053862,4807
15997,0.00012953982513863593,11691
15998,0.00012954212434124202,24861
15999,0.00012954225530847907,4486
16000,0.00012954654812347144,29378
16001,0.00012954854173585773,10131
16002,0.00012955120473634452,16821
16003,0.00012955261627212167,13701
16004,0.00012956009595654905,25149
16005,0.00012956539285369217,14647
16006,0.0001295680704060942,25484
16007,0.0001295682304771617,29505
16008,0.0001295685360673815,29874
16009,0.00012957226135767996,7901
16010,0.0001295730035053566,11942
16011,0.00012957786384504288,23482
16012,0.0001295792026212439,14664
16013,0.000129579973872751,18802
16014,0.00012958014849573374,5157
16015,0.00012958307343069464,29921
16016,0.0001295835099881515,9152
16017,0.0001295855618081987,9668
16018,0.00012958644947502762,4947
16019,0.00012958991283085197,4619
16020,0.0001295900874538347,10016
16021,0.00012959010200574994,18368
16022,0.00012959202285856009,792
16023,0.00012959261948708445,28573
16024,0.00012959455489180982,8518
16025,0.00012959478772245347,10590
16026,0.00012959672312717885,2788
16027,0.00012959801824763417,4296
16028,0.00012959868763573468,20239
16029,0.0001296050613746047,13463
16030,0.00012960565800312907,12284
16031,0.0001296059344895184,20510
16032,0.0001296065020142123,25950
16033,0.00012960663298144937,12131
16034,0.00012960673484485596,11404
16035,0.00012960837921127677,4841
16036,0.0001296086556976661,13452
16037,0.0001296124974032864,2717
16038,0.00012961328320670873,5886
16039,0.00012961355969309807,9986
16040,0.00012961584434378892,23540
16041,0.00012961693573743105,13227
16042,0.0001296202390221879,18759
16043,0.0001296212722081691,1534
16044,0.00012962290202267468,5605
16045,0.00012962432811036706,24685
16046,0.00012962652544956654,5971
16047,0.00012962684559170157,10985
16048,0.00012962782057002187,3183
16049,0.0001296309637837112,10102
16050,0.00012963135668542236,22039
16051,0.00012963508197572082,21986
16052,0.0001296362024731934,29650
16053,0.00012963626068085432,28402
16054,0.0001296365080634132,8050
16055,0.00012963703193236142,14697
16056,0.00012963946210220456,25658
16057,0.00012964085908606648,2271
16058,0.00012964136840309948,20418
16059,0.00012964181951247156,19609
16060,0.00012964427878614515,27526
16061,0.00012964966299477965,27783
16062,0.00012965053610969335,3013
16063,0.00012965111818630248,199
16064,0.00012965362111572176,8309
16065,0.00012965367932338268,13186
16066,0.00012965388305019587,10444
16067,0.00012965823407284915,26899
16068,0.0001296585105592385,6743
16069,0.0001296586124226451,16295
16070,0.00012965875794179738,17715
16071,0.00012966054782737046,17977
16072,0.00012967018119525164,6702
16073,0.00012967133079655468,30184
16074,0.00012967320799361914,7919
16075,0.00012967470684088767,15044
16076,0.0001296765694860369,18437
16077,0.00012967768998350948,12139
16078,0.00012967993097845465,12674
16079,0.000129681546241045,887
16080,0.0001296817063121125,3077
16081,0.00012968685769010335,5476
16082,0.00012968911323696375,26125
16083,0.00012969243107363582,29053
16084,0.0001296952395932749,11154
16085,0.00012969854287803173,3164
16086,0.00012969865929335356,29982
16087,0.00012970223906449974,461
16088,0.00012970363604836166,17106
16089,0.000129705251310952,3286
16090,0.00012970944226253778,25614
16091,0.00012971105752512813,17625
16092,0.0001297128910664469,29401
16093,0.00012971347314305604,16462
16094,0.00012972077820450068,14854
16095,0.00012972240801900625,8858
16096,0.00012972585682291538,7331
16097,0.00012972757394891232,16382
16098,0.00012972898548468947,11608
16099,0.0001297320268349722,21880
16100,0.0001297400740440935,16046
16101,0.00012974506535101682,24108
16102,0.0001297463313676417,1567
16103,0.00012975091522093862,28703
16104,0.0001297552662435919,20375
16105,0.0001297553098993376,24552
16106,0.0001297561393585056,13601
16107,0.0001297576818615198,14185
16108,0.00012975804565940052,27999
16109,0.00012976261496078223,27141
16110,0.0001297653652727604,5192
16111,0.0001297694252571091,16694
16112,0.00012976943980902433,21855
16113,0.00012977467849850655,24405
16114,0.00012977690494153649,26363
16115,0.00012977838923688978,21869
16116,0.00012977914593648165,13059
16117,0.000129780251882039,25029
16118,0.00012978131417185068,11647
16119,0.00012978215818293393,24384
16120,0.00012978618906345218,29536
16121,0.00012979190796613693,16507
16122,0.0001297944545513019,1560
16123,0.00012979529856238514,28693
16124,0.00012979643361177295,1147
16125,0.00012979688472114503,3661
16126,0.00012979688472114503,28095
16127,0.00012979735038243234,4560
16128,0.00012979831080883741,20532
16129,0.00012980012979824096,28920
16130,0.00012980190513189882,3104
16131,0.0001298020506510511,23547
16132,0.00012980239989701658,10689
16133,0.00012980788596905768,4554
16134,0.00012980886094737798,12458
16135,0.00012980980682186782,16361
16136,0.0001298134884564206,24623
16137,0.00012981568579562008,13726
16138,0.0001298226707149297,29191
16139,0.00012982281623408198,29830
16140,0.00012982363114133477,9145
16141,0.0001298249262617901,4352
16142,0.00012982495536562055,13478
16143,0.00012982572661712766,20679
16144,0.00012982623593416065,6790
16145,0.0001298263669013977,12779
16146,0.00012982648331671953,8581
16147,0.00012982761836610734,27032
16148,0.00012983100896235555,1641
16149,0.00012983335182070732,22936
16150,0.0001298345159739256,20286
16151,0.00012983466149307787,13647
16152,0.00012983627675566822,7433
16153,0.00012983707711100578,26772
16154,0.0001298375427722931,6448
16155,0.00012984189379494637,19441
16156,0.00012984218483325094,19166
16157,0.00012984607019461691,12462
16158,0.0001298475981457159,18155
16159,0.00012984784552827477,4460
16160,0.00012985932698938996,19331
16161,0.00012986292131245136,6853
16162,0.0001298726419918239,2860
16163,0.00012987760419491678,27883
16164,0.00012987801164854318,14804
16165,0.00012987840455025434,15800
16166,0.00012988090747967362,18767
16167,0.00012988249363843352,30003
16168,0.00012988723756279796,4923
16169,0.00012988923117518425,8374
16170,0.0001298960269195959,18235
16171,0.00012989675451535732,5183
16172,0.00012989877723157406,2759
16173,0.00012989983952138573,13580
16174,0.00012990149843972176,26894
16175,0.0001299053110415116,25548
16176,0.0001299081341130659,29406
16177,0.00012991180119570345,30307
16178,0.00012991330004297197,26089
16179,0.00012991338735446334,26618
16180,0.00012991527910344303,7482
16181,0.00012991920812055469,26975
16182,0.00012991965922992676,29119
16183,0.0001299202413065359,11382
16184,0.00012992114352528006,1804
16185,0.00012992114352528006,8181
16186,0.0001299225550610572,3355
16187,0.00012992329720873386,1100
16188,0.00012992791016586125,26291
16189,0.00012992927804589272,26573
16190,0.00012992971460334957,9936
16191,0.00012993073323741555,10675
16192,0.00012993642303626984,15438
16193,0.00012993717973586172,4740
16194,0.00012993843120057136,8151
16195,0.00012994027929380536,6114
16196,0.00012994246208108962,743
16197,0.0001299447612836957,10905
16198,0.00012994554708711803,781
16199,0.00012994733697269112,19340
16200,0.00012994877761229873,4616
16201,0.00012995036377105862,25742
16202,0.00012995283759664744,23173
16203,0.00012995359429623932,23272
16204,0.00012995580618735403,28843
16205,0.00012996037548873574,2194
16206,0.00012996859732083976,2977
16207,0.0001299713330809027,25831
16208,0.00012997179874219,30347
16209,0.0001299747673328966,22876
16210,0.00012997773592360318,6424
16211,0.00012998314923606813,4881
16212,0.00012998904276173562,13436
16213,0.00012999033788219094,10051
16214,0.00012999758473597467,15035
16215,0.0001299981668125838,3757
16216,0.0001300001604249701,22402
16217,0.00013000039325561374,11025
16218,0.0001300010335398838,29519
16219,0.00013000171747989953,10214
16220,0.00013000289618503302,12278
16221,0.0001300029834965244,23606
16222,0.00013000374019611627,3608
16223,0.0001300052390433848,11651
16224,0.00013000630133319646,25420
16225,0.0001300066796829924,22433
16226,0.00013000705803278834,1860
16227,0.00013000833860132843,22615
16228,0.00013000985200051218,18264
16229,0.00013001280603930354,14092
16230,0.00013001803017687052,21776
16231,0.00013002172636333853,2711
16232,0.00013002177001908422,1711
16233,0.00013002316700294614,23592
16234,0.00013002411287743598,20145
16235,0.0001300241274293512,12875
16236,0.0001300259755225852,2171
16237,0.00013002748892176896,9415
16238,0.00013002777996007353,27093
16239,0.00013002805644646287,23909
16240,0.00013002990453969687,5550
16241,0.00013003544881939888,22791
16242,0.00013004470383748412,5555
16243,0.00013004661013837904,30304
16244,0.0001300471485592425,1553
16245,0.00013004928769078106,3816
16246,0.0001300501317018643,1397
16247,0.00013005129585508257,4785
16248,0.00013005663640797138,3392
16249,0.00013005672371946275,8323
16250,0.00013005857181269675,25122
16251,0.00013005964865442365,1976
16252,0.00013005983782932162,7715
16253,0.00013006011431571096,3247
16254,0.00013006053632125258,27294
16255,0.00013006337394472212,14732
16256,0.00013006766675971448,27191
16257,0.00013006769586354494,19107
16258,0.00013007060624659061,21838
16259,0.00013007102825213224,11197
16260,0.00013007187226321548,14723
16261,0.00013007324014324695,27860
16262,0.00013007508823648095,7093
16263,0.00013007679081056267,1414
16264,0.0001300773728871718,25496
16265,0.00013007919187657535,24607
16266,0.00013008313544560224,12072
16267,0.00013008443056605756,2694
16268,0.00013008857786189765,14396
16269,0.0001300898293266073,10764
16270,0.00013009310350753367,11281
16271,0.00013009310350753367,21675
16272,0.00013009643589612097,12599
16273,0.00013009774556849152,22566
16274,0.00013009888061787933,25798
16275,0.00013009938993491232,12134
16276,0.00013010003021918237,3447
16277,0.00013010311522521079,2116
16278,0.00013010663678869605,9193
16279,0.0001301078882534057,16319
16280,0.00013011335977353156,12780
16281,0.00013011464034207165,19083
16282,0.00013011525152251124,28656
16283,0.0001301160955335945,12831
16284,0.00013011741975788027,11755
16285,0.00013012321142014116,23650
16286,0.00013012668932788074,479
16287,0.0001301277516176924,15408
16288,0.00013012821727897972,28080
16289,0.00013012909039389342,24200
16290,0.00013013012357987463,26214
16291,0.00013013510033488274,27648
16292,0.00013014079013373703,596
16293,0.00013014336582273245,14904
16294,0.00013014966680202633,25960
16295,0.0001301502634305507,1964
16296,0.00013015064178034663,26793
16297,0.00013015445438213646,23597
16298,0.00013015665172133595,1725
16299,0.00013016612501814961,14650
16300,0.00013016628508921713,5350
16301,0.0001301689335377887,28316
16302,0.00013017082528676838,20458
16303,0.00013017120363656431,17682
16304,0.00013017236778978258,23579
16305,0.00013017460878472775,15055
16306,0.00013017562741879374,8629
16307,0.00013017830497119576,7548
16308,0.00013018056051805615,5645
16309,0.00013018753088545054,28100
16310,0.0001301876181969419,27099
16311,0.00013018898607697338,5975
16312,0.000130191765492782,17308
16313,0.00013019375910516828,26860
16314,0.0001301961747230962,13184
16315,0.0001301963347941637,2222
16316,0.00013019744073972106,3523
16317,0.0001301989541389048,3533
16318,0.0001302035088883713,9070
16319,0.00013020607002545148,27030
16320,0.00013021178892813623,4788
16321,0.0001302120363106951,30088
16322,0.00013021445192862302,27911
16323,0.00013021826453041285,16545
16324,0.00013021970517002046,19475
16325,0.0001302199234487489,899
16326,0.00013022596249356866,28462
16327,0.0001302266464335844,29297
16328,0.00013022724306210876,21407
16329,0.00013022799976170063,13398
16330,0.0001302314776694402,8671
16331,0.00013023344217799604,5005
16332,0.00013023415522184223,9169
16333,0.00013023459177929908,486
16334,0.00013023478095419705,8857
16335,0.0001302350574405864,5188
16336,0.00013023920473642647,14544
16337,0.00013023923384025693,3269
16338,0.00013024196960031986,2935
16339,0.00013024442887399346,7021
16340,0.00013024451618548483,11943
16341,0.00013024831423535943,13731
16342,0.00013024908548686653,29028
16343,0.00013024942018091679,11510
16344,0.00013025094813201576,13591
16345,0.00013025215594097972,13831
16346,0.0001302524033235386,27773
16347,0.00013025314547121525,28601
16348,0.0001302534219576046,679
16349,0.00013025895168539137,21977
16350,0.00013026453962083906,15049
16351,0.0001302676391787827,8446
16352,0.0001302717428188771,2517
16353,0.00013027775275986642,13045
16354,0.00013028130342718214,24021
16355,0.0001302815944654867,10502
16356,0.0001302826713072136,23010
16357,0.00013028622197452933,12210
16358,0.00013028716784901917,17267
16359,0.0001302883174503222,6924
16360,0.00013028985995333642,11210
16361,0.00013029336696490645,3882
16362,0.00013029438559897244,16072
16363,0.00013029514229856431,24591
16364,0.00013029552064836025,14451
16365,0.00013029655383434147,20472
16366,0.0001302991877309978,5454
16367,0.00013030228728894144,14548
16368,0.00013030238915234804,14954
16369,0.00013030468835495412,10289
16370,0.00013030583795625716,1544
16371,0.0001303061144426465,7446
16372,0.0001303065801039338,25381
16373,0.00013030812260694802,3701
16374,0.000130309141241014,2996
16375,0.0001303092867601663,23166
16376,0.00013031229900661856,8862
16377,0.000130312837427482,18504
16378,0.0001303178578382358,4511
16379,0.00013031932758167386,24943
16380,0.00013032233982812613,14191
16381,0.00013032306742388755,12476
16382,0.0001303246826864779,7172
16383,0.0001303263270528987,27864
16384,0.00013032916467636824,28268
16385,0.0001303306344198063,8832
16386,0.00013033131835982203,29694
16387,0.00013033166760578752,5179
16388,0.00013033223513048142,13038
16389,0.00013033331197220832,8880
16390,0.00013033527648076415,1050
16391,0.00013033677532803267,14573
16392,0.00013033805589657277,13957
16393,0.0001303386816289276,24906
16394,0.00013033943832851946,26465
16395,0.00013034493895247579,24639
16396,0.00013034665607847273,23996
16397,0.00013034878065809608,16449
16398,0.00013034914445597678,9727
16399,0.000130349159007892,6553
16400,0.00013034937728662044,19081
16401,0.0001303572062170133,25142
16402,0.00013035727897658944,23714
16403,0.00013036011660005897,24750
16404,0.00013036758173257113,13709
16405,0.0001303679309785366,23338
16406,0.00013036812015343457,24350
16407,0.0001303704484598711,23483
16408,0.00013037155440542847,2660
16409,0.00013037210737820715,6415
16410,0.00013037247117608786,11971
16411,0.00013037356256972998,626
16412,0.0001303757744608447,3963
16413,0.00013037709868513048,10365
16414,0.00013037851022090763,7328
16415,0.0001303806493524462,4859
16416,0.00013038361794315279,12201
16417,0.00013038412726018578,4801
16418,0.00013038514589425176,25497
16419,0.00013038601900916547,10795
16420,0.00013038681936450303,6157
16421,0.00013039002078585327,1932
16422,0.00013039095210842788,7702
16423,0.0001303921453654766,4708
16424,0.00013039390614721924,26579
16425,0.00013039472105447203,23551
16426,0.0001304053294006735,12782
16427,0.00013040626072324812,2074
16428,0.00013040992780588567,24675
16429,0.00013041513739153743,28309
16430,0.00013041745114605874,18836
16431,0.00013041745114605874,25925
16432,0.00013042236969340593,27936
16433,0.00013042346108704805,26132
16434,0.00013042417413089424,7009
16435,0.00013042522186879069,10556
16436,0.00013042597856838256,27064
16437,0.00013042634236626327,8960
16438,0.0001304266188526526,14145
16439,0.00013042708451393992,15559
16440,0.00013042741920799017,4533
16441,0.00013043083890806884,28790
16442,0.00013043162471149117,13155
16443,0.0001304322067881003,16968
16444,0.00013043340004514903,6934
16445,0.00013043587387073785,23927
16446,0.00013043644139543176,8191
16447,0.00013043786748312414,7152
16448,0.00013043888611719012,329
16449,0.00013044029765296727,2418
16450,0.00013044355728197843,14713
16451,0.00013045068772044033,10770
16452,0.00013045220111962408,15108
16453,0.00013045265222899616,4293
16454,0.00013045464584138244,235
16455,0.00013046376989223063,23170
16456,0.00013046419189777225,13290
16457,0.000130467044073157,27932
16458,0.00013047094398643821,4186
16459,0.00013047290849499404,17634
16460,0.0001304755569435656,22514
16461,0.00013047769607510418,12227
16462,0.0001304778561461717,5891
16463,0.000130478321807459,8638
16464,0.00013048015534877777,13495
16465,0.0001304811448790133,28261
16466,0.00013048505934420973,19231
16467,0.00013048517575953156,5224
16468,0.00013048564142081887,817
16469,0.000130487562273629,18453
16470,0.00013048855180386454,8127
16471,0.00013049037079326808,18533
16472,0.00013049205881543458,2884
16473,0.00013049588596913964,25074
16474,0.00013049739936832339,349
16475,0.0001305007899645716,6330
16476,0.00013050372945144773,22296
16477,0.00013050390407443047,448
16478,0.00013050390407443047,4800
16479,0.00013050390407443047,5111
16480,0.00013050390407443047,5313
16481,0.00013050390407443047,14563
16482,0.00013050390407443047,14614
16483,0.00013050390407443047,21770
16484,0.00013050390407443047,29168
16485,0.00013050390407443047,29605
16486,0.00013050390407443047,30147
16487,0.00013050589768681675,775
16488,0.00013051008863840252,11901
16489,0.0001305113546550274,24952
16490,0.00013051304267719388,4993
16491,0.00013051363930571824,19859
16492,0.00013051732094027102,4681
16493,0.00013051781570538878,14411
16494,0.000130517830257304,3876
16495,0.00013051791756879538,9519
16496,0.00013052251597400755,27134
16497,0.00013052337453700602,29908
16498,0.0001305276236962527,5794
16499,0.00013052781287115067,27037
16500,0.00013052907888777554,22576
16501,0.00013053143629804254,14821
16502,0.00013053143629804254,27954
16503,0.00013053155271336436,12258
16504,0.00013053178554400802,18005
16505,0.00013053294969722629,8957
16506,0.0001305334153585136,13356
16507,0.00013053764996584505,20994
16508,0.00013054109876975417,5792
16509,0.00013054136070422828,30061
16510,0.00013054179726168513,5229
16511,0.0001305453770328313,915
16512,0.0001305503974435851,3721
16513,0.00013055151794105768,11012
16514,0.00013055170711595565,462
16515,0.00013055330782663077,11437
16516,0.00013055377348791808,14062
16517,0.0001305549667449668,12018
16518,0.00013055518502369523,3154
16519,0.00013055841554887593,24990
16520,0.00013056216994300485,25063
16521,0.0001305633777519688,11026
16522,0.0001305685582337901,13695
16523,0.0001305732730543241,2479
16524,0.00013058021431788802,555
16525,0.00013058021431788802,1456
16526,0.00013058139302302152,10023
16527,0.00013058225158602,1927
16528,0.00013058225158602,18159
16529,0.00013058238255325705,9968
16530,0.00013058516196906567,11559
16531,0.0001305868208874017,24472
16532,0.00013058926560916007,13883
16533,0.00013058970216661692,29671
16534,0.00013059083721600473,14906
16535,0.00013059350021649152,10788
16536,0.00013059366028755903,12085
16537,0.00013059409684501588,18904
16538,0.0001305942132603377,7503
16539,0.00013059427146799862,26553
16540,0.0001305950281675905,5080
16541,0.0001305956393480301,1596
16542,0.00013059926277492195,28739
16543,0.00013060035416856408,427
16544,0.00013060049968771636,2648
16545,0.00013060080527793616,9033
16546,0.00013060341007076204,29971
16547,0.0001306040066992864,9781
16548,0.0001306053454754874,25600
16549,0.00013061166100669652,18828
16550,0.00013061496429145336,4404
16551,0.0001306174963247031,3518
16552,0.0001306174963247031,27641
16553,0.00013061925710644573,5963
16554,0.0001306254998780787,5834
16555,0.0001306267804466188,17752
16556,0.0001306269405176863,27940
16557,0.00013062846846878529,9187
16558,0.0001306293997913599,20618
16559,0.00013063095684628934,8656
16560,0.00013063701044302434,4512
16561,0.00013064374797977507,24965
16562,0.0001306444755755365,3919
16563,0.00013064636732451618,24784
16564,0.00013064805534668267,25916
16565,0.00013064811355434358,21121
16566,0.00013065080565866083,3238
16567,0.00013065098028164357,11208
16568,0.00013065098028164357,21174
16569,0.00013065121311228722,6193
16570,0.00013065358507446945,23291
16571,0.00013065588427707553,19402
16572,0.00013065651000943035,21911
16573,0.00013065717939753085,5043
16574,0.00013065949315205216,5905
16575,0.0001306635676883161,2487
16576,0.0001306662306888029,25782
16577,0.0001306667982134968,18586
16578,0.00013066986866761,5074
16579,0.00013067237159702927,12656
16580,0.0001306727499468252,29504
16581,0.00013067417603451759,11650
16582,0.0001306761841988191,8726
16583,0.00013067663530819118,27626
16584,0.00013068188854958862,1441
16585,0.00013068343105260283,26172
16586,0.00013068346015643328,5628
16587,0.00013068549742456526,9194
16588,0.0001306873164139688,29604
16589,0.00013068804400973022,478
16590,0.00013068884436506778,6688
16591,0.00013069417036604136,3250
16592,0.0001306956837652251,21913
16593,0.0001306967023992911,27007
16594,0.00013069863780401647,27222
16595,0.0001307001948589459,18204
16596,0.00013070162094663829,7538
16597,0.00013070508430246264,19844
16598,0.00013070851855445653,21476
16599,0.00013071355351712555,8568
16600,0.00013071403373032808,12051
16601,0.00013071438297629356,12454
16602,0.00013071503781247884,7775
16603,0.00013071525609120727,2645
16604,0.00013072218280285597,26643
16605,0.0001307231286773458,28428
16606,0.00013072483125142753,5283
16607,0.00013072940055280924,10766
16608,0.00013073094305582345,3684
16609,0.00013073121954221278,28238
16610,0.00013073149602860212,16759
16611,0.00013073392619844526,28056
16612,0.00013073772424831986,23023
16613,0.00013073834998067468,2768
16614,0.00013073961599729955,21443
16615,0.0001307459024246782,900
16616,0.00013074766320642084,17364
16617,0.00013074904563836753,10197
16618,0.00013075054448563606,22466
16619,0.00013075134484097362,28630
16620,0.00013075265451334417,29847
16621,0.00013075397873762995,30342
16622,0.0001307562633883208,5087
16623,0.00013075827155262232,14529
16624,0.00013075876631774008,25125
16625,0.00013076351024210453,15351
16626,0.00013076706090942025,11240
16627,0.0001307675993302837,12271
16628,0.00013076931645628065,5584
16629,0.00013077043695375323,29263
16630,0.00013077085895929486,24336
16631,0.00013077148469164968,9255
16632,0.00013077321636956185,30076
16633,0.00013077326002530754,29629
16634,0.00013077331823296845,23569
16635,0.0001307826751144603,9737
16636,0.0001307849888689816,6801
16637,0.00013078773918095976,11896
16638,0.00013078957272227854,21665
16639,0.00013078984920866787,12251
16640,0.00013079420023132116,24420
16641,0.00013079441851004958,18439
16642,0.00013079636846669018,12939
16643,0.00013079943892080337,12055
16644,0.0001308007340412587,919
16645,0.0001308015052927658,10228
16646,0.00013080198550596833,14380
16647,0.00013080636563245207,2112
16648,0.0001308106875512749,3540
16649,0.00013081282668281347,6351
16650,0.00013081364159006625,3096
16651,0.00013081733777653426,4388
16652,0.0001308187929680571,3317
16653,0.00013081886572763324,10217
16654,0.00013081921497359872,21325
16655,0.00013082005898468196,3590
16656,0.00013082107761874795,18496
16657,0.00013082270743325353,14295
16658,0.00013082270743325353,26971
16659,0.00013082349323667586,15867
16660,0.00013082475925330073,28756
16661,0.0001308263308601454,9891
16662,0.00013082733494229615,9390
16663,0.00013082743680570275,23655
16664,0.00013082794612273574,22042
16665,0.00013082801888231188,25514
16666,0.00013082892110105604,2930
16667,0.00013083334488328546,894
16668,0.00013083568774163723,11369
16669,0.00013083797239232808,21278
16670,0.00013083929661661386,8244
16671,0.000130839878693223,7566
16672,0.00013084072270430624,25681
16673,0.0001308425999013707,22307
16674,0.00013084284728392959,2269
16675,0.00013084750389680266,12402
16676,0.00013084951206110418,20837
16677,0.00013085025420878083,2138
16678,0.00013085556565783918,14509
16679,0.00013085601676721126,3004
16680,0.0001308610080741346,6237
16681,0.0001308610080741346,27809
16682,0.00013086324906907976,10133
16683,0.00013086484977975488,26154
16684,0.00013086554827168584,4727
16685,0.000130867789266631,4769
16686,0.00013086874969303608,27684
16687,0.00013087097613606602,26957
16688,0.00013087171828374267,27420
16689,0.00013087283878121525,5072
16690,0.0001308729697484523,18052
16691,0.00013087752449791878,13875
16692,0.00013087895058561116,25967
16693,0.00013088376726955175,191
16694,0.0001308912324020639,10597
16695,0.0001308961509494111,12492
16696,0.0001309076469624415,27527
16697,0.00013090827269479632,12639
16698,0.0001309183717239648,29770
16699,0.0001309207291342318,9622
16700,0.0001309218496317044,12954
16701,0.00013092212611809373,11395
16702,0.00013092212611809373,15615
16703,0.00013093202142044902,9959
16704,0.00013093443703837693,27578
16705,0.00013093446614220738,6145
16706,0.000130937245558016,19389
16707,0.00013094241148792207,16329
16708,0.0001309429935645312,15056
16709,0.00013094549649395049,20699
16710,0.00013095095346216112,28541
16711,0.00013095200120005757,10657
16712,0.00013095566828269511,29329
16713,0.00013095572649035603,12504
16714,0.00013096260954625905,25645
16715,0.00013096639304421842,4029
16716,0.0001309696672251448,23024
16717,0.00013097065675538033,3807
16718,0.00013097481860313565,18871
16719,0.00013097615737933666,3022
16720,0.00013097688497509807,4499
